Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
SPATA31D1		2	2	127	1.6%	No
PRPF38B		1	1	127	0.8%	No
VPS41		1	1	127	0.8%	No
C12ORF50		1	1	127	0.8%	No
MTRNR2L3		1	1	127	0.8%	No
RBM26		1	1	127	0.8%	No
ADAMTS17		3	3	127	2.4%	No
RAB2A		1	1	127	0.8%	No
BRAT1		1	1	127	0.8%	No
NLRP3		2	2	127	1.6%	No
SND1		1	1	127	0.8%	Yes
UTP25		1	1	127	0.8%	No
HEATR1		1	1	127	0.8%	No
RBAK		2	2	127	1.6%	No
NUDT1		1	1	127	0.8%	No
VPS13B		2	2	127	1.6%	No
MTHFR		1	1	127	0.8%	No
ANO10		1	1	127	0.8%	No
CDH23		2	2	127	1.6%	No
QARS1		2	2	127	1.6%	No
SNX16		1	1	127	0.8%	No
SYT12		1	1	127	0.8%	No
RAB13		1	1	127	0.8%	No
GOLM2		3	3	127	2.4%	No
RBM28		2	2	127	1.6%	No
ODAD2		1	1	127	0.8%	No
IGHV6-1		1	1	127	0.8%	No
NPSR1		1	1	127	0.8%	No
HOXA11		1	1	127	0.8%	Yes
ANKZF1		1	1	127	0.8%	No
SUGP1		2	2	127	1.6%	No
HOXA5		1	1	127	0.8%	No
IGHV5-51		1	1	127	0.8%	No
RAB3A		1	1	127	0.8%	No
MTM1		1	1	127	0.8%	No
RAB3B		1	1	127	0.8%	No
BCL9		1	1	127	0.8%	Yes
CLSTN2		1	1	127	0.8%	No
PARVG		1	1	127	0.8%	No
EPB41L4A		1	1	127	0.8%	No
ERICH1		1	1	127	0.8%	No
GIMAP8		2	2	127	1.6%	No
OR14I1		1	1	127	0.8%	No
ANKRD35		2	2	127	1.6%	No
TICRR		1	1	127	0.8%	No
C1ORF174		1	1	127	0.8%	No
EIF4ENIF1		1	1	127	0.8%	No
HOXB5		1	1	127	0.8%	No
CTPS2		1	1	127	0.8%	No
MTPAP		2	2	127	1.6%	No
SYT2		1	1	127	0.8%	No
ANKS6		1	1	127	0.8%	No
OPN1SW		1	1	127	0.8%	No
BCR		2	2	127	1.6%	Yes
SAMSN1		1	1	127	0.8%	No
MTTP		1	1	127	0.8%	No
SMOC2		1	1	127	0.8%	No
MORN3		1	1	127	0.8%	No
AP1G2		1	1	127	0.8%	No
SDK1		2	2	127	1.6%	No
RAD51B		1	1	127	0.8%	Yes
RAF1		1	1	127	0.8%	Yes
HOXD4		1	1	127	0.8%	No
PKD2L2		1	1	127	0.8%	No
SLC10A5		1	1	127	0.8%	No
DALRD3		1	1	127	0.8%	No
TMEM38B		1	1	127	0.8%	No
C19ORF73		1	1	127	0.8%	No
ATP2C1		1	1	127	0.8%	No
DARS2		1	1	127	0.8%	No
HOXC13		1	1	127	0.8%	Yes
ZBTB32		2	2	127	1.6%	No
ARMC1		1	1	127	0.8%	No
MSTO1		1	1	127	0.8%	No
HOXC10		1	1	127	0.8%	No
TRMT2A		2	2	127	1.6%	No
RFWD3		1	1	127	0.8%	No
BDKRB1		1	1	127	0.8%	No
HOXC6		2	2	127	1.6%	No
NOX1		1	1	127	0.8%	No
CACNA1H		1	1	127	0.8%	No
RAD23A		1	1	127	0.8%	No
CACNA1G		1	1	127	0.8%	No
MAPKAP1		1	1	127	0.8%	Yes
RAD23B		1	1	127	0.8%	No
SLC39A5		1	1	127	0.8%	No
ANKRD52		1	1	127	0.8%	No
SPRY3		1	1	127	0.8%	No
SRRM1		1	1	127	0.8%	No
OTOA		1	1	127	0.8%	No
HPCAL1		1	1	127	0.8%	No
HOXD10		1	1	127	0.8%	No
DOK3		1	1	127	0.8%	No
KIAA0319L		1	1	127	0.8%	No
NSFL1C		1	1	127	0.8%	No
HERC2		3	2	127	1.6%	No
CNTNAP3		2	2	127	1.6%	No
RIPOR3		1	1	127	0.8%	No
BIK		1	1	127	0.8%	No
RALB		1	1	127	0.8%	No
BSN		1	1	127	0.8%	No
CNKSR1		1	1	127	0.8%	No
HERC1		7	6	127	4.7%	No
LAYN		1	1	127	0.8%	No
VCX		1	1	127	0.8%	No
RASEF		3	3	127	2.4%	No
TBL2		1	1	127	0.8%	No
KYNU		1	1	127	0.8%	No
MUC4		11	8	127	6.3%	No
LONRF2		1	1	127	0.8%	No
TOP3B		1	1	127	0.8%	No
ANKRD22		1	1	127	0.8%	No
BAIAP2L1		2	2	127	1.6%	No
BLK		1	1	127	0.8%	No
MYRFL		1	1	127	0.8%	No
BLM		2	2	127	1.6%	Yes
BLMH		1	1	127	0.8%	No
KLHL7		1	1	127	0.8%	No
BCAP29		1	1	127	0.8%	No
MRM1		1	1	127	0.8%	No
PABPC5		1	1	127	0.8%	No
ZFC3H1		3	3	127	2.4%	No
BMI1		1	1	127	0.8%	No
SPEF2		1	1	127	0.8%	No
FUBP3		1	1	127	0.8%	No
ZMPSTE24		1	1	127	0.8%	No
UNC80		1	1	127	0.8%	No
DNPEP		2	2	127	1.6%	No
MUTYH		1	1	127	0.8%	Yes
RBFOX2		1	1	127	0.8%	No
THSD7A		2	2	127	1.6%	No
ATP6V0A2		3	3	127	2.4%	No
SLC36A1		1	1	127	0.8%	No
BMP2		1	1	127	0.8%	No
SREK1		1	1	127	0.8%	No
SYNDIG1		1	1	127	0.8%	No
HPS1		1	1	127	0.8%	No
PDZD7		2	2	127	1.6%	No
BMPR1A		1	1	127	0.8%	Yes
BTRC		1	1	127	0.8%	No
BMPR1B		2	2	127	1.6%	No
MUC6		1	1	127	0.8%	No
ERMP1		1	1	127	0.8%	No
BMPR2		3	3	127	2.4%	No
AP3D1		2	2	127	1.6%	No
LRRC23		1	1	127	0.8%	No
RUFY4		1	1	127	0.8%	No
ZNF66		1	1	127	0.8%	No
HNRNPR		1	1	127	0.8%	No
PRMT2		1	1	127	0.8%	No
PIGN		3	3	127	2.4%	No
HRC		2	1	127	0.8%	No
BMX		1	1	127	0.8%	No
TBC1D13		1	1	127	0.8%	No
POLR3D		1	1	127	0.8%	No
PCDHB17P		1	1	127	0.8%	No
SLC5A10		2	2	127	1.6%	No
FAM47C		4	4	127	3.1%	No
L2HGDH		1	1	127	0.8%	No
GPR155		1	1	127	0.8%	No
DST		5	4	127	3.1%	No
FOXL2		1	1	127	0.8%	Yes
MX1		1	1	127	0.8%	No
ZNF75D		1	1	127	0.8%	No
RABEPK		1	1	127	0.8%	No
PLPPR3		2	1	127	0.8%	No
ZNF74		1	1	127	0.8%	No
GPHN		1	1	127	0.8%	Yes
NXF5		1	1	127	0.8%	No
SLC17A2		1	1	127	0.8%	No
HNRNPLL		1	1	127	0.8%	No
SLC9A9		1	1	127	0.8%	No
ARHGAP45		4	4	127	3.1%	No
ATXN2		1	1	127	0.8%	Yes
P4HA2		1	1	127	0.8%	No
USP13		1	1	127	0.8%	No
H2BC26		1	1	127	0.8%	No
CHRNA6		3	1	127	0.8%	No
ARMC3		1	1	127	0.8%	No
HSD3B2		1	1	127	0.8%	No
KAT6B		3	3	127	2.4%	Yes
CABIN1		1	1	127	0.8%	No
ETV3L		1	1	127	0.8%	No
SRRM2		3	2	127	1.6%	No
CTDSPL		1	1	127	0.8%	No
WLS		1	1	127	0.8%	No
ODAPH		1	1	127	0.8%	No
BRAF		1	1	127	0.8%	Yes
NCKAP5L		2	2	127	1.6%	No
ANGPTL7		1	1	127	0.8%	No
BRCA2		1	1	127	0.8%	Yes
TM6SF2		2	2	127	1.6%	No
GTPBP2		2	2	127	1.6%	No
ZFP36L1	2.380e-3	1	1	127	0.8%	Yes
CRLS1		1	1	127	0.8%	No
GRHL2		3	3	127	2.4%	No
CHIC1		1	1	127	0.8%	No
MIER1		1	1	127	0.8%	No
ZSWIM3		2	2	127	1.6%	No
OR1Q1		1	1	127	0.8%	No
FLOT1		1	1	127	0.8%	No
SLC7A14		1	1	127	0.8%	No
SBF1		3	2	127	1.6%	No
ZNF830		1	1	127	0.8%	No
ZNF85		1	1	127	0.8%	No
CWC22		1	1	127	0.8%	No
DDX39A		1	1	127	0.8%	No
GBA2		1	1	127	0.8%	No
WDFY4		1	1	127	0.8%	No
DENND1A		1	1	127	0.8%	No
UNC5B		2	2	127	1.6%	No
ZNF99		2	2	127	1.6%	No
MYO1G		1	1	127	0.8%	No
SCN1A		2	2	127	1.6%	No
NNT		1	1	127	0.8%	No
HSF1		1	1	127	0.8%	No
PIK3R5		1	1	127	0.8%	No
ZNHIT6		1	1	127	0.8%	No
BRS3		1	1	127	0.8%	No
HSD17B3		1	1	127	0.8%	No
JADE1		1	1	127	0.8%	No
BST1		1	1	127	0.8%	No
MFSD10		1	1	127	0.8%	No
LRP1B		4	3	127	2.4%	Yes
ZNF529		2	1	127	0.8%	No
SFXN2		1	1	127	0.8%	No
ATXN7		1	1	127	0.8%	Yes
SERPINB3		1	1	127	0.8%	Yes
SEMA4G		1	1	127	0.8%	No
PRX		1	1	127	0.8%	No
PCDHB16		1	1	127	0.8%	No
RIMBP2		2	2	127	1.6%	No
SCN5A		1	1	127	0.8%	No
BICRAL		1	1	127	0.8%	No
ORC4		1	1	127	0.8%	No
SELENBP1		1	1	127	0.8%	No
SCN7A		2	2	127	1.6%	No
KALRN		1	1	127	0.8%	No
SCN9A		1	1	127	0.8%	No
SCN8A		2	2	127	1.6%	No
APCDD1		1	1	127	0.8%	No
DAAM2		1	1	127	0.8%	No
PLEKHH3		1	1	127	0.8%	No
METTL14		2	1	127	0.8%	No
BTK		1	1	127	0.8%	Yes
EPG5		4	4	127	3.1%	No
BUB1		1	1	127	0.8%	No
GPR107		1	1	127	0.8%	No
KLB		1	1	127	0.8%	No
SCN2A		3	3	127	2.4%	No
TRPA1		2	2	127	1.6%	No
SCN3A		1	1	127	0.8%	No
NEXN		1	1	127	0.8%	No
SCN2B		1	1	127	0.8%	No
SCN4A		1	1	127	0.8%	No
SCNN1G		1	1	127	0.8%	No
MORC3		2	1	127	0.8%	No
SLC39A14		1	1	127	0.8%	No
ZNF121		1	1	127	0.8%	No
ANP32D		1	1	127	0.8%	No
OTX2		2	1	127	0.8%	No
SRL		1	1	127	0.8%	No
NUP188		4	2	127	1.6%	No
SUZ12		2	2	127	1.6%	Yes
VWA3A		1	1	127	0.8%	No
SCRIB		2	2	127	1.6%	No
TRIM13		1	1	127	0.8%	No
ZFYVE28		3	3	127	2.4%	No
PATJ		1	1	127	0.8%	No
TPCN1		3	3	127	2.4%	No
POF1B		1	1	127	0.8%	No
SPTBN4		1	1	127	0.8%	No
SVEP1		3	3	127	2.4%	No
ORM2		1	1	127	0.8%	No
TTC26		1	1	127	0.8%	No
DEPDC7		1	1	127	0.8%	No
ADAMTSL1		6	6	127	4.7%	No
MKRN3		1	1	127	0.8%	No
DIS3L2		2	1	127	0.8%	No
CCL13		2	2	127	1.6%	No
CARD14		1	1	127	0.8%	No
RGS21		1	1	127	0.8%	No
ZNF513		1	1	127	0.8%	No
KLC2		1	1	127	0.8%	No
RFFL		1	1	127	0.8%	No
LARS1		1	1	127	0.8%	No
SYVN1		1	1	127	0.8%	No
ZNF124		1	1	127	0.8%	No
OXCT1		1	1	127	0.8%	No
OSER1		1	1	127	0.8%	No
CCL20		1	1	127	0.8%	No
CT45A6		1	1	127	0.8%	No
GNPNAT1		1	1	127	0.8%	No
LBHD1		1	1	127	0.8%	No
PORCN		1	1	127	0.8%	No
MLPH		1	1	127	0.8%	No
SLC25A23		1	1	127	0.8%	No
MARCHF7		1	1	127	0.8%	No
ALG12		1	1	127	0.8%	No
SLC13A3		1	1	127	0.8%	No
ZNF131		2	2	127	1.6%	No
MSANTD4		1	1	127	0.8%	No
CARD11		2	2	127	1.6%	Yes
ZNF528		1	1	127	0.8%	No
ADGRA1		1	1	127	0.8%	No
CCL14		1	1	127	0.8%	No
ADAMTS20		1	1	127	0.8%	No
SLC5A7		1	1	127	0.8%	No
ZCCHC17		1	1	127	0.8%	No
TSHZ1		1	1	127	0.8%	No
PCSK6		1	1	127	0.8%	No
LPXN		1	1	127	0.8%	No
CLRN2		1	1	127	0.8%	No
PAFAH1B1		1	1	127	0.8%	No
DCLRE1B		2	2	127	1.6%	No
PLEKHG2		1	1	127	0.8%	No
OR10H1		1	1	127	0.8%	No
NUTM1		1	1	127	0.8%	Yes
FBN3		2	2	127	1.6%	No
MEGF10		1	1	127	0.8%	No
ABHD15		1	1	127	0.8%	No
AASDHPPT		1	1	127	0.8%	No
HPSE2		1	1	127	0.8%	No
SLX4		2	2	127	1.6%	Yes
KMT2E		4	4	127	3.1%	No
NEURL4		1	1	127	0.8%	No
ZMAT1		1	1	127	0.8%	No
SDC2		1	1	127	0.8%	No
ARHGAP29		4	4	127	3.1%	No
NOTO		1	1	127	0.8%	No
SDC4		1	1	127	0.8%	Yes
CMAS		1	1	127	0.8%	No
TJP2		1	1	127	0.8%	No
PAK1		1	1	127	0.8%	Yes
FSIP2		2	2	127	1.6%	No
VCX3B		1	1	127	0.8%	No
ZBTB7C		1	1	127	0.8%	No
RUNDC1		1	1	127	0.8%	No
CINP		1	1	127	0.8%	No
LCOR		3	3	127	2.4%	No
DNAH10		1	1	127	0.8%	No
APOBR		5	5	127	3.9%	No
ERBIN		1	1	127	0.8%	No
PAK3		1	1	127	0.8%	Yes
CCNI2		2	2	127	1.6%	No
CYP7B1		1	1	127	0.8%	No
CNTN3		1	1	127	0.8%	No
CDYL		1	1	127	0.8%	No
PAPPA		2	2	127	1.6%	No
SDHB		1	1	127	0.8%	Yes
ARHGEF19		1	1	127	0.8%	No
PAK2		3	3	127	2.4%	No
LRRC43		2	2	127	1.6%	No
PES1		1	1	127	0.8%	No
IL23A		1	1	127	0.8%	No
TGDS		1	1	127	0.8%	No
HDAC7		1	1	127	0.8%	Yes
UBN2		2	2	127	1.6%	No
DDX23		1	1	127	0.8%	No
TENM1		4	4	127	3.1%	No
BLOC1S2		1	1	127	0.8%	No
PAX2		1	1	127	0.8%	No
RBM5		4	4	127	3.1%	No
RBM6		1	1	127	0.8%	No
NCR2		1	1	127	0.8%	No
PAX5		1	1	127	0.8%	Yes
CHST2		1	1	127	0.8%	No
TCP11L2		1	1	127	0.8%	No
MACF1		5	3	127	2.4%	No
BRWD3		2	2	127	1.6%	No
UGT1A9		1	1	127	0.8%	No
MYO5C		1	1	127	0.8%	No
ESF1		1	1	127	0.8%	No
LARP7		2	2	127	1.6%	No
ECEL1		2	2	127	1.6%	No
TNK2		1	1	127	0.8%	No
MED7		1	1	127	0.8%	No
MED27		1	1	127	0.8%	No
MAP4K4		3	3	127	2.4%	Yes
PCNX3		2	2	127	1.6%	No
PAX6		1	1	127	0.8%	No
KCTD18		1	1	127	0.8%	No
NPTXR		1	1	127	0.8%	No
CBX5		2	2	127	1.6%	No
PHF3		1	1	127	0.8%	No
GOLGA2		2	2	127	1.6%	No
GOLGA1		2	2	127	1.6%	No
AZIN1		1	1	127	0.8%	No
ZNF736		1	1	127	0.8%	No
ABCA6		1	1	127	0.8%	No
ABCA5		1	1	127	0.8%	No
MED15		3	3	127	2.4%	No
PCF11		2	2	127	1.6%	No
ACTR5		1	1	127	0.8%	No
RASA4		1	1	127	0.8%	No
ATAD5		1	1	127	0.8%	No
MED23		4	4	127	3.1%	No
TRIM28		1	1	127	0.8%	No
MAGIX		1	1	127	0.8%	No
OR2L8		1	1	127	0.8%	No
GOLGB1		2	2	127	1.6%	No
AASS		1	1	127	0.8%	No
GOLGA4		2	2	127	1.6%	No
INO80		1	1	127	0.8%	No
MAB21L4		1	1	127	0.8%	No
OR2L3		1	1	127	0.8%	No
GOLGA3		2	1	127	0.8%	No
HOMER3		1	1	127	0.8%	No
PCDH1		2	2	127	1.6%	No
HOMER2		1	1	127	0.8%	No
CNNM1		1	1	127	0.8%	No
MYOF		1	1	127	0.8%	No
OR2T33		1	1	127	0.8%	No
LPAR6		1	1	127	0.8%	No
ST8SIA2		1	1	127	0.8%	No
ARHGEF6		1	1	127	0.8%	No
WASF2		1	1	127	0.8%	No
FHL5		1	1	127	0.8%	No
LPCAT3		1	1	127	0.8%	No
NARF		1	1	127	0.8%	No
PC		1	1	127	0.8%	Yes
EIF2AK3		1	1	127	0.8%	No
PCCA		1	1	127	0.8%	No
CNNM3		1	1	127	0.8%	No
SRRT		1	1	127	0.8%	No
ANO4		4	4	127	3.1%	No
TRIM33		1	1	127	0.8%	Yes
NBAS		1	1	127	0.8%	No
CAPN7		1	1	127	0.8%	No
PARP14		1	1	127	0.8%	No
IQGAP3		2	2	127	1.6%	No
SLC25A15		1	1	127	0.8%	No
PAF1		1	1	127	0.8%	No
MORN1		1	1	127	0.8%	No
SLC16A14		1	1	127	0.8%	No
TMC7		1	1	127	0.8%	No
SULF2		1	1	127	0.8%	No
IL27RA		3	3	127	2.4%	No
GAN		1	1	127	0.8%	No
SH3BP5		2	2	127	1.6%	No
PCYT1B		1	1	127	0.8%	No
USP21		1	1	127	0.8%	No
GAGE2D		1	1	127	0.8%	No
OR4A15		1	1	127	0.8%	No
NPRL3		1	1	127	0.8%	No
RASAL2		1	1	127	0.8%	No
PLEKHB2		1	1	127	0.8%	No
PCNX2		2	2	127	1.6%	No
GREB1L		4	4	127	3.1%	No
REX1BD		1	1	127	0.8%	No
DOCK5		2	2	127	1.6%	No
BRIP1		2	2	127	1.6%	Yes
CTTNBP2		3	3	127	2.4%	No
NBPF10		4	4	127	3.1%	No
GPR3		1	1	127	0.8%	No
CMKLR2		1	1	127	0.8%	No
ZNF710		3	2	127	1.6%	No
ATG5		1	1	127	0.8%	Yes
ROCK2		1	1	127	0.8%	No
KIF7		1	1	127	0.8%	No
BEX3		1	1	127	0.8%	No
DNAI1		1	1	127	0.8%	No
AKAP6		3	3	127	2.4%	No
ATG16L1		3	2	127	1.6%	No
EIF4E2		1	1	127	0.8%	No
NRDE2		2	1	127	0.8%	No
TUBA3E		1	1	127	0.8%	No
CTPS1		1	1	127	0.8%	No
FAM234A		1	1	127	0.8%	No
SCNM1		2	2	127	1.6%	No
GPR6		1	1	127	0.8%	No
EDA2R		1	1	127	0.8%	No
PHLDB3		1	1	127	0.8%	No
CNPPD1		1	1	127	0.8%	No
CTSD		1	1	127	0.8%	No
CTSB		1	1	127	0.8%	No
PIGB		1	1	127	0.8%	No
CDH20		2	2	127	1.6%	No
SUSD4		1	1	127	0.8%	No
ONECUT2		1	1	127	0.8%	No
ADGRG5		1	1	127	0.8%	No
ZCWPW1		1	1	127	0.8%	No
INTS15		1	1	127	0.8%	No
HOATZ		1	1	127	0.8%	No
ERI3		1	1	127	0.8%	No
CTSL		1	1	127	0.8%	No
PRSS54		1	1	127	0.8%	No
PDPR		2	2	127	1.6%	No
EXOC4		2	2	127	1.6%	No
DDX54		2	2	127	1.6%	No
FBXL18		1	1	127	0.8%	No
GPR25		1	1	127	0.8%	No
LPAR4		1	1	127	0.8%	No
TBX4		1	1	127	0.8%	No
OR10J3		1	1	127	0.8%	No
RNF31		2	2	127	1.6%	No
SPATA13		3	3	127	2.4%	No
TOMM20L		1	1	127	0.8%	No
UACA		1	1	127	0.8%	No
OXR1		1	1	127	0.8%	No
MINDY3		2	2	127	1.6%	No
CUX1		1	1	127	0.8%	Yes
ZNF655		1	1	127	0.8%	No
AHNAK		5	3	127	2.4%	No
GPER1		1	1	127	0.8%	No
NAA25		1	1	127	0.8%	No
ARHGAP30		1	1	127	0.8%	No
C17ORF97		1	1	127	0.8%	No
RMI1		1	1	127	0.8%	No
GPR34		1	1	127	0.8%	No
RNF214		1	1	127	0.8%	No
RTP2		1	1	127	0.8%	No
KIF26B		2	2	127	1.6%	No
NOC4L		1	1	127	0.8%	No
FAM171B		1	1	127	0.8%	No
TAPBPL		1	1	127	0.8%	No
TRPM8		1	1	127	0.8%	No
CYBB		1	1	127	0.8%	No
ASPSCR1		1	1	127	0.8%	Yes
CDH26		1	1	127	0.8%	No
SLC38A4		1	1	127	0.8%	No
TGIF2		1	1	127	0.8%	No
GPR37		3	3	127	2.4%	No
MYO1H		2	2	127	1.6%	No
EP400P1		1	1	127	0.8%	No
KRTAP10-12		1	1	127	0.8%	No
CYLC2		1	1	127	0.8%	No
GRK5		1	1	127	0.8%	No
SYMPK		2	2	127	1.6%	No
ZNF239		2	2	127	1.6%	No
GPATCH1		1	1	127	0.8%	No
KRTAP10-5		1	1	127	0.8%	No
TMEM38A		1	1	127	0.8%	No
NMNAT1		1	1	127	0.8%	No
SAMD4B		1	1	127	0.8%	No
TRPM3		2	2	127	1.6%	No
KRTAP10-1		1	1	127	0.8%	No
SECISBP2		1	1	127	0.8%	No
GPS2	2.450e-4	2	2	127	1.6%	Yes
GPS1		1	1	127	0.8%	No
RAP1GAP		1	1	127	0.8%	No
KRTAP10-4		1	1	127	0.8%	No
MKNK2		1	1	127	0.8%	No
C9ORF43		3	3	127	2.4%	No
OPALIN		1	1	127	0.8%	No
GRIA3		3	2	127	1.6%	No
GRIA1		1	1	127	0.8%	No
DSCC1		1	1	127	0.8%	No
CYP3A43		1	1	127	0.8%	No
MKKS		1	1	127	0.8%	No
RAPGEF1		1	1	127	0.8%	No
RARB		1	1	127	0.8%	No
CYP2C19		1	1	127	0.8%	No
IL25		1	1	127	0.8%	No
GRB10		1	1	127	0.8%	No
CYP2A13		1	1	127	0.8%	No
SPATA31A6		3	3	127	2.4%	No
LINC01559		1	1	127	0.8%	No
LINC02875		1	1	127	0.8%	No
CEP120		1	1	127	0.8%	No
SCLT1		1	1	127	0.8%	No
CYP2F1		1	1	127	0.8%	No
SUSD3		1	1	127	0.8%	No
ATG9A		1	1	127	0.8%	No
ARID4A		1	1	127	0.8%	Yes
KDM5A		1	1	127	0.8%	Yes
GRIK2		1	1	127	0.8%	No
CYSTM1		1	1	127	0.8%	No
DPY19L2		1	1	127	0.8%	No
GRIK1		3	3	127	2.4%	No
RBBP5		1	1	127	0.8%	No
BACH2		1	1	127	0.8%	Yes
GRN		2	2	127	1.6%	No
KRTAP4-7		1	1	127	0.8%	No
GRID2		1	1	127	0.8%	No
CKAP2		2	2	127	1.6%	No
CYP2C18		1	1	127	0.8%	No
GRIA4		1	1	127	0.8%	No
ETV7		1	1	127	0.8%	No
GTSE1		2	2	127	1.6%	Yes
RASA2		1	1	127	0.8%	No
RASGRF1		1	1	127	0.8%	No
DTL		1	1	127	0.8%	No
RASGRF2		1	1	127	0.8%	No
NCKIPSD		1	1	127	0.8%	No
CD2AP		2	2	127	1.6%	No
ONECUT3		1	1	127	0.8%	No
CYP4B1		1	1	127	0.8%	No
MYBPC2		1	1	127	0.8%	No
CYP4A11		1	1	127	0.8%	No
MYBPH		1	1	127	0.8%	No
RBMS2		1	1	127	0.8%	No
CYP3A5		1	1	127	0.8%	No
ZNF532		1	1	127	0.8%	No
ZNF410		1	1	127	0.8%	No
CADM3		1	1	127	0.8%	No
CHAMP1		1	1	127	0.8%	No
RBBP6		1	1	127	0.8%	No
MX2		1	1	127	0.8%	No
RBBP8		1	1	127	0.8%	No
CABLES1		2	2	127	1.6%	No
MYB	2.480e-2	1	1	127	0.8%	Yes
RBL1		2	2	127	1.6%	No
MYBPC1		1	1	127	0.8%	No
NCAPG		1	1	127	0.8%	No
RAD51AP2		1	1	127	0.8%	No
ERAP2		1	1	127	0.8%	No
CYP26A1		1	1	127	0.8%	No
CYP24A1		1	1	127	0.8%	No
ARHGAP33		1	1	127	0.8%	No
RBP3		1	1	127	0.8%	No
APBB3		3	2	127	1.6%	No
ZNF790		2	1	127	0.8%	No
ZNF267		2	2	127	1.6%	No
FANCI		1	1	127	0.8%	No
RCBTB1		1	1	127	0.8%	No
RTL4		1	1	127	0.8%	No
CHST7		1	1	127	0.8%	No
P3H1		1	1	127	0.8%	No
ZNF600		1	1	127	0.8%	No
ZNF836		1	1	127	0.8%	No
ZNF610		1	1	127	0.8%	No
MYH10		1	1	127	0.8%	No
TRIM62		1	1	127	0.8%	No
PRAMEF4		1	1	127	0.8%	No
DISC1		1	1	127	0.8%	No
RAVER2		1	1	127	0.8%	No
ETNK2		1	1	127	0.8%	No
CALR3		1	1	127	0.8%	No
MYH4		1	1	127	0.8%	No
GXYLT1		1	1	127	0.8%	No
MUC19		3	2	127	1.6%	No
MYH6		3	3	127	2.4%	No
MYH7		7	6	127	4.7%	No
VPS4A		1	1	127	0.8%	No
C12ORF40		1	1	127	0.8%	No
MYH8		2	2	127	1.6%	No
SIGLEC9		2	2	127	1.6%	No
MYH9		7	7	127	5.5%	Yes
OSGEPL1		1	1	127	0.8%	No
ANKRD36		1	1	127	0.8%	No
RELA		2	2	127	1.6%	No
USP40		1	1	127	0.8%	No
HSPA2		1	1	127	0.8%	No
HSPA1L		1	1	127	0.8%	No
LCE5A		1	1	127	0.8%	No
CCDC87		1	1	127	0.8%	No
OR1M1		1	1	127	0.8%	No
UBA6		1	1	127	0.8%	No
DPEP3		1	1	127	0.8%	No
REL		1	1	127	0.8%	Yes
MYL5		2	2	127	1.6%	No
HECTD4		2	2	127	1.6%	No
HSPA5		1	1	127	0.8%	No
REG1B		1	1	127	0.8%	No
REV3L		3	3	127	2.4%	Yes
TMEM263		1	1	127	0.8%	No
EGFLAM		1	1	127	0.8%	No
MYO9B		2	2	127	1.6%	No
KRTAP5-1		1	1	127	0.8%	No
RNF207		1	1	127	0.8%	No
NUTM2A		1	1	127	0.8%	Yes
ELFN1		1	1	127	0.8%	No
KIRREL1		1	1	127	0.8%	No
BCDIN3D		1	1	127	0.8%	No
CD300LG		1	1	127	0.8%	No
YY1AP1		1	1	127	0.8%	Yes
HSPA9		1	1	127	0.8%	No
FBXO11		1	1	127	0.8%	Yes
C1ORF220		1	1	127	0.8%	No
C1QA		1	1	127	0.8%	No
C1QB		1	1	127	0.8%	No
C1R		1	1	127	0.8%	No
MYO5B		3	3	127	2.4%	No
MYO6		1	1	127	0.8%	No
MYO7A		1	1	127	0.8%	No
AGO2		3	3	127	2.4%	Yes
C3		1	1	127	0.8%	No
MYO7B		1	1	127	0.8%	No
RET		1	1	127	0.8%	Yes
MYO9A		2	2	127	1.6%	No
PPP1R12B		1	1	127	0.8%	No
RFX3		2	2	127	1.6%	No
RFX5		1	1	127	0.8%	No
RFXAP		1	1	127	0.8%	No
RXFP2		1	1	127	0.8%	No
VWA5B1		1	1	127	0.8%	No
ASXL2		4	4	127	3.1%	Yes
C12ORF56		1	1	127	0.8%	No
HSPD1		1	1	127	0.8%	No
KCNV2		1	1	127	0.8%	No
HSP90AB1		1	1	127	0.8%	Yes
TYW1		1	1	127	0.8%	No
C4BPA		1	1	127	0.8%	No
MRGBP		1	1	127	0.8%	No
DIS3L		1	1	127	0.8%	No
TRIM27		1	1	127	0.8%	Yes
C5		2	2	127	1.6%	No
C5AR1		1	1	127	0.8%	No
RFX1		1	1	127	0.8%	No
C6		1	1	127	0.8%	No
PPP1R12A		1	1	127	0.8%	No
GPAT4		2	2	127	1.6%	No
NAP1L2		1	1	127	0.8%	No
CERKL		1	1	127	0.8%	No
MARK2		1	1	127	0.8%	No
CFAP43		1	1	127	0.8%	No
EML1		2	2	127	1.6%	No
IGHV1-3		1	1	127	0.8%	No
HSPG2		1	1	127	0.8%	No
TARS2		1	1	127	0.8%	No
DNAJC4		1	1	127	0.8%	No
ACSF2		1	1	127	0.8%	No
FAM117A		1	1	127	0.8%	No
C7		2	2	127	1.6%	No
STMN4		1	1	127	0.8%	No
FILIP1		1	1	127	0.8%	No
IGHJ5		1	1	127	0.8%	No
RCC1L		1	1	127	0.8%	No
NAB2		2	2	127	1.6%	Yes
TDRD3		2	2	127	1.6%	No
OSTN		1	1	127	0.8%	No
RGS4		1	1	127	0.8%	No
NBL1		3	3	127	2.4%	No
NUBP1		1	1	127	0.8%	No
NBN		1	1	127	0.8%	Yes
NCAM1		1	1	127	0.8%	No
RBM43		1	1	127	0.8%	No
