Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
TUBGCP4		1	1	88	1.1%	No
DMD		2	2	88	2.3%	No
SLC5A9		1	1	88	1.1%	No
DMBT1		1	1	88	1.1%	No
NPC1L1		1	1	88	1.1%	No
FNDC1		1	1	88	1.1%	No
CPXM2		1	1	88	1.1%	No
ALG5		1	1	88	1.1%	No
CCDC47		1	1	88	1.1%	No
ZNF594		1	1	88	1.1%	No
DNAH9		2	2	88	2.3%	No
SLC17A8		1	1	88	1.1%	No
ARFIP1		1	1	88	1.1%	No
GPSM2		1	1	88	1.1%	No
ARHGEF16		1	1	88	1.1%	No
GLB1L3		1	1	88	1.1%	No
TIA1		1	1	88	1.1%	No
TIAM1		1	1	88	1.1%	No
PARD6B		1	1	88	1.1%	No
LRRIQ4		1	1	88	1.1%	No
DNAH8		3	3	88	3.4%	No
DNAH6		1	1	88	1.1%	No
PLEKHG4B		1	1	88	1.1%	No
VPS35L		1	1	88	1.1%	No
DYNC1I1		1	1	88	1.1%	No
TK2		1	1	88	1.1%	No
DYNC1H1		5	5	88	5.7%	No
EFCAB13		1	1	88	1.1%	No
PAPPA2		3	3	88	3.4%	No
KIF2B		1	1	88	1.1%	No
C5AR2		1	1	88	1.1%	No
DCAF12L1		1	1	88	1.1%	No
SLC22A10		1	1	88	1.1%	No
TLR4		2	2	88	2.3%	No
TLR3		1	1	88	1.1%	No
AMOT		1	1	88	1.1%	No
PIK3R4		2	2	88	2.3%	No
DNTT		1	1	88	1.1%	No
TNRC18		3	3	88	3.4%	No
TLN1		1	1	88	1.1%	No
MUC5B		2	2	88	2.3%	No
TLR1		1	1	88	1.1%	No
GPR174		1	1	88	1.1%	No
DNMT1		2	2	88	2.3%	Yes
DNM2		2	2	88	2.3%	Yes
RSRP1		1	1	88	1.1%	No
RARS2		1	1	88	1.1%	No
TTBK1		1	1	88	1.1%	No
AGRN		1	1	88	1.1%	No
NHS		2	2	88	2.3%	No
KCNU1		2	2	88	2.3%	No
SENP1		1	1	88	1.1%	No
ZNF585B		1	1	88	1.1%	No
ZNF461		3	1	88	1.1%	No
DPAGT1		1	1	88	1.1%	No
DOCK3		1	1	88	1.1%	No
PLSCR2		1	1	88	1.1%	No
DOCK2		2	2	88	2.3%	No
ARID4B		1	1	88	1.1%	Yes
CCDC62		1	1	88	1.1%	No
PKD1L1		1	1	88	1.1%	No
NKTR		2	2	88	2.3%	No
ZBTB49		1	1	88	1.1%	No
ADGRE3		1	1	88	1.1%	No
NODAL		1	1	88	1.1%	No
NOP2		1	1	88	1.1%	No
TRPM5		1	1	88	1.1%	No
CDK12		1	1	88	1.1%	Yes
NQO2		1	1	88	1.1%	No
CD1A		1	1	88	1.1%	No
HHIP		1	1	88	1.1%	No
ERMAP		1	1	88	1.1%	No
CNOT3		2	2	88	2.3%	Yes
FMN2		2	2	88	2.3%	No
STXBP4		1	1	88	1.1%	No
RCOR2		1	1	88	1.1%	No
CD1C		1	1	88	1.1%	No
LRSAM1		1	1	88	1.1%	No
CD1D		1	1	88	1.1%	No
CD1E		1	1	88	1.1%	No
CD2		1	1	88	1.1%	No
PITRM1		2	2	88	2.3%	No
NOS3		1	1	88	1.1%	No
ZNRD2		1	1	88	1.1%	No
CD3G		1	1	88	1.1%	No
METTL25B		1	1	88	1.1%	No
OR4F15		1	1	88	1.1%	No
KNOP1		2	1	88	1.1%	No
OR4F6		2	1	88	1.1%	No
SCCPDH		1	1	88	1.1%	No
CARMIL3		1	1	88	1.1%	No
TRIM49C		3	3	88	3.4%	No
NOTCH2		3	3	88	3.4%	Yes
DCTN2		1	1	88	1.1%	No
DENND5B		3	3	88	3.4%	No
TIRAP		1	1	88	1.1%	No
MYBBP1A		1	1	88	1.1%	No
ANKRD11		1	1	88	1.1%	Yes
SZRD1		1	1	88	1.1%	No
CD19		1	1	88	1.1%	No
C11ORF21		1	1	88	1.1%	No
DNAJA4		1	1	88	1.1%	No
NEK5		1	1	88	1.1%	No
NPR2		1	1	88	1.1%	No
NPR3		2	2	88	2.3%	No
KCTD21		1	1	88	1.1%	No
NEBL		1	1	88	1.1%	No
NOP56		1	1	88	1.1%	No
B4GALNT2		2	2	88	2.3%	No
CD86		1	1	88	1.1%	No
SIGLEC6		1	1	88	1.1%	No
CACTIN		1	1	88	1.1%	No
DEAF1		1	1	88	1.1%	No
KMT2C	4.600e-7	8	8	88	9.1%	Yes
NRAP		1	1	88	1.1%	No
POM121L12		2	2	88	2.3%	No
CFAP61		1	1	88	1.1%	No
CD38		1	1	88	1.1%	No
DLGAP3		1	1	88	1.1%	No
ENTPD2		1	1	88	1.1%	No
NPTX1		1	1	88	1.1%	No
IGSF22		1	1	88	1.1%	No
FGA		1	1	88	1.1%	No
FES		1	1	88	1.1%	Yes
CTNNA3		2	1	88	1.1%	No
WIZ		1	1	88	1.1%	No
FYCO1		1	1	88	1.1%	No
RPTN		2	2	88	2.3%	No
SEMA4F		1	1	88	1.1%	No
TCHHL1		2	2	88	2.3%	No
GPSM1		1	1	88	1.1%	No
PEAR1		1	1	88	1.1%	No
FREM2		1	1	88	1.1%	No
NRCAM		1	1	88	1.1%	No
POTEF		1	1	88	1.1%	No
FSIP1		1	1	88	1.1%	No
FGF9		1	1	88	1.1%	No
ZNF546		1	1	88	1.1%	No
OR12D3		1	1	88	1.1%	No
FGF3		1	1	88	1.1%	Yes
FGF2		1	1	88	1.1%	No
GIGYF2		1	1	88	1.1%	No
FGB		1	1	88	1.1%	No
IL7R		1	1	88	1.1%	Yes
ADGRE5		1	1	88	1.1%	No
SMARCC2		1	1	88	1.1%	No
CD151		1	1	88	1.1%	No
CDA		1	1	88	1.1%	No
CCDC27		1	1	88	1.1%	No
FGFR4		2	2	88	2.3%	Yes
IL12RB2		1	1	88	1.1%	No
FGFR2		1	1	88	1.1%	Yes
IL12RB1		1	1	88	1.1%	No
GPC5		1	1	88	1.1%	No
SLC45A4		1	1	88	1.1%	No
TMEM266		1	1	88	1.1%	No
IL11RA		1	1	88	1.1%	No
ULBP3		1	1	88	1.1%	No
PLCD4		1	1	88	1.1%	No
NUAK2		1	1	88	1.1%	No
FGF13		1	1	88	1.1%	No
CDC5L		1	1	88	1.1%	No
SUMO2		1	1	88	1.1%	No
SNAI1		1	1	88	1.1%	No
HACL1		1	1	88	1.1%	No
SNAPC1		1	1	88	1.1%	No
OR13D1		1	1	88	1.1%	No
FBRS		1	1	88	1.1%	No
CNPY4		1	1	88	1.1%	No
SLC35B3		1	1	88	1.1%	No
IL13RA2		1	1	88	1.1%	No
CDH1	2.160e-11	13	12	88	13.6%	Yes
AURKAIP1		1	1	88	1.1%	No
HTR3D		1	1	88	1.1%	No
SMTNL1		1	1	88	1.1%	No
PKD1		2	2	88	2.3%	No
PKD2		1	1	88	1.1%	No
SNX2		1	1	88	1.1%	No
XPO4		1	1	88	1.1%	No
POLR1F		1	1	88	1.1%	No
FAHD2A		1	1	88	1.1%	No
RRP15		1	1	88	1.1%	No
SNRPG		1	1	88	1.1%	No
WASHC3		1	1	88	1.1%	No
JPH1		1	1	88	1.1%	No
PLA2G4A		2	2	88	2.3%	No
SON		1	1	88	1.1%	No
SORL1		1	1	88	1.1%	No
FOXC1		1	1	88	1.1%	No
TICAM1		1	1	88	1.1%	No
TDRD10		1	1	88	1.1%	No
ZNF677		1	1	88	1.1%	No
PRPF8		1	1	88	1.1%	Yes
AHSA1		1	1	88	1.1%	No
COG7		1	1	88	1.1%	No
KAT6A		1	1	88	1.1%	Yes
HIF3A		1	1	88	1.1%	No
PLCB4		1	1	88	1.1%	No
SOX9		2	2	88	2.3%	Yes
PLCL1		1	1	88	1.1%	No
CELA2B		1	1	88	1.1%	No
SOS2		1	1	88	1.1%	No
SP3		2	2	88	2.3%	No
ZNF300		1	1	88	1.1%	No
VSIG8		2	2	88	2.3%	No
SERPINF2		1	1	88	1.1%	No
SLC22A23		1	1	88	1.1%	No
NXN		1	1	88	1.1%	No
TACC2		8	2	88	2.3%	No
ST8SIA3		1	1	88	1.1%	No
PLEC		1	1	88	1.1%	No
GNLY		1	1	88	1.1%	No
PLOD1		2	2	88	2.3%	No
PLOD2		1	1	88	1.1%	No
RUBCN		1	1	88	1.1%	No
BCORL1		1	1	88	1.1%	Yes
IFITM2		1	1	88	1.1%	No
LPO		1	1	88	1.1%	No
GARRE1		1	1	88	1.1%	No
SORBS1		1	1	88	1.1%	No
ZFPM1		1	1	88	1.1%	No
GRIN3A		1	1	88	1.1%	No
RAB39B		1	1	88	1.1%	No
PLIN1		1	1	88	1.1%	No
PLK1		1	1	88	1.1%	No
FAM135B		1	1	88	1.1%	No
LOXL2		1	1	88	1.1%	No
POMT1		1	1	88	1.1%	No
TXNRD2		1	1	88	1.1%	No
STARD13		1	1	88	1.1%	No
ULK2		1	1	88	1.1%	No
IKZF4		1	1	88	1.1%	No
SPN		1	1	88	1.1%	No
PLXNB1		1	1	88	1.1%	No
PLXNB3		1	1	88	1.1%	No
LRP1		1	1	88	1.1%	No
ALKAL2		1	1	88	1.1%	No
LRP2		6	5	88	5.7%	No
DOCK8		4	4	88	4.5%	No
TXNDC12		1	1	88	1.1%	No
SPTLC1		1	1	88	1.1%	No
NCBP3		1	1	88	1.1%	No
ATL1		1	1	88	1.1%	No
OR6C3		1	1	88	1.1%	No
MRPL2		2	2	88	2.3%	No
NMD3		1	1	88	1.1%	No
LPP		1	1	88	1.1%	Yes
ARPC1A		1	1	88	1.1%	No
DCAF1		1	1	88	1.1%	No
LRPAP1		1	1	88	1.1%	No
SART3		1	1	88	1.1%	No
OR6Y1		1	1	88	1.1%	No
PMS1		1	1	88	1.1%	Yes
DOCK4		2	2	88	2.3%	No
DERA		1	1	88	1.1%	No
RIPK4		1	1	88	1.1%	No
SLC34A2		1	1	88	1.1%	Yes
ADAM10		1	1	88	1.1%	No
GSAP		1	1	88	1.1%	No
ADCY1		2	2	88	2.3%	No
ZNF646		1	1	88	1.1%	No
IFI44		1	1	88	1.1%	No
OLFM4		1	1	88	1.1%	No
ARFGEF1		1	1	88	1.1%	No
ZNF486		1	1	88	1.1%	No
AKAP3		1	1	88	1.1%	No
LTBP1		1	1	88	1.1%	No
LTBP2		2	2	88	2.3%	No
TASOR2		3	3	88	3.4%	No
ACAP1		1	1	88	1.1%	No
ANKRD65		2	2	88	2.3%	No
LTF		1	1	88	1.1%	No
OR13C2		1	1	88	1.1%	No
RALGAPA2		1	1	88	1.1%	No
THOC2		1	1	88	1.1%	No
PURG		1	1	88	1.1%	No
SLC39A10		1	1	88	1.1%	No
ANKRD50		2	1	88	1.1%	No
SERTAD3		1	1	88	1.1%	No
ADCY5		1	1	88	1.1%	No
ADCY6		1	1	88	1.1%	No
ADCY7		2	2	88	2.3%	No
ADCY8		1	1	88	1.1%	No
ADCY9		3	3	88	3.4%	No
DSE		1	1	88	1.1%	No
IL22RA2		1	1	88	1.1%	No
ADD2		3	3	88	3.4%	No
CCP110		1	1	88	1.1%	No
KNTC1		2	2	88	2.3%	No
USP34		2	2	88	2.3%	No
SETD1A		1	1	88	1.1%	Yes
FOCAD		1	1	88	1.1%	No
EXOSC9		1	1	88	1.1%	No
PCDHA9		3	3	88	3.4%	No
LYN		3	3	88	3.4%	Yes
TDRD5		1	1	88	1.1%	No
DCLK2		1	1	88	1.1%	No
FRRS1		1	1	88	1.1%	No
POMT2		1	1	88	1.1%	No
ATP8B2		1	1	88	1.1%	No
PKNOX2		2	2	88	2.3%	No
ADH1C		1	1	88	1.1%	No
ADH5		1	1	88	1.1%	No
C19ORF48		1	1	88	1.1%	No
OR1L6		1	1	88	1.1%	No
RUNDC3B		1	1	88	1.1%	No
ABCA13		2	2	88	2.3%	No
TSPAN7		1	1	88	1.1%	No
ADGRA3		1	1	88	1.1%	No
NME7		1	1	88	1.1%	No
GMPPB		1	1	88	1.1%	No
EPN1		1	1	88	1.1%	No
HAUS4		1	1	88	1.1%	No
HDAC4		2	2	88	2.3%	Yes
KMT2B		3	3	88	3.4%	Yes
FRMPD4		1	1	88	1.1%	No
MXD1		1	1	88	1.1%	No
MAD2L1		1	1	88	1.1%	No
GNPAT		2	2	88	2.3%	No
NCK2		1	1	88	1.1%	No
SMAD2		1	1	88	1.1%	Yes
TMEM94		3	3	88	3.4%	No
RNF123		2	2	88	2.3%	No
THADA		1	1	88	1.1%	No
MARCKS		1	1	88	1.1%	No
PARP4		1	1	88	1.1%	No
RAB40A		1	1	88	1.1%	No
ANKFN1		1	1	88	1.1%	No
DPYSL2		1	1	88	1.1%	No
PLVAP		1	1	88	1.1%	No
TRAPPC10		2	2	88	2.3%	No
DPP4		1	1	88	1.1%	No
MRPL16		1	1	88	1.1%	No
CUL2		1	1	88	1.1%	No
CUL1		1	1	88	1.1%	No
ATRN		1	1	88	1.1%	No
TNFAIP1		1	1	88	1.1%	No
DLGAP5		1	1	88	1.1%	No
ABCC12		1	1	88	1.1%	No
ADRA2B		2	2	88	2.3%	No
CUL4B		1	1	88	1.1%	No
SMAD9		1	1	88	1.1%	No
KRT71		1	1	88	1.1%	No
SLC26A3		1	1	88	1.1%	No
GRK2		1	1	88	1.1%	No
DHX16		1	1	88	1.1%	No
JAML		1	1	88	1.1%	No
LINC03041		2	1	88	1.1%	No
TNFRSF1A		1	1	88	1.1%	No
CKAP5		1	1	88	1.1%	No
TEAD2		1	1	88	1.1%	No
TNNT1		1	1	88	1.1%	No
TNNI3		1	1	88	1.1%	No
HOOK2		1	1	88	1.1%	No
AP2A1		1	1	88	1.1%	No
AP1B1		1	1	88	1.1%	No
HCFC2		3	3	88	3.4%	No
BMS1		2	2	88	2.3%	No
ATN1		3	3	88	3.4%	No
SSH3		1	1	88	1.1%	No
DSCAM		1	1	88	1.1%	No
DSC2		2	2	88	2.3%	No
DSC1		1	1	88	1.1%	No
CDC42BPA		3	3	88	3.4%	No
TNS1		2	2	88	2.3%	No
TNXB		3	3	88	3.4%	No
IRS4		1	1	88	1.1%	Yes
AFM		1	1	88	1.1%	No
SORBS2		1	1	88	1.1%	No
OR6N1		1	1	88	1.1%	No
ACAN		1	1	88	1.1%	No
ANKK1		1	1	88	1.1%	No
DSP		3	3	88	3.4%	No
NXPE1		1	1	88	1.1%	No
PEF1		1	1	88	1.1%	No
AGL		1	1	88	1.1%	No
DSG3		1	1	88	1.1%	No
TMEM132A		1	1	88	1.1%	No
SLC35F6		1	1	88	1.1%	No
SLC26A2		1	1	88	1.1%	No
TBX10		1	1	88	1.1%	No
DSPP		1	1	88	1.1%	No
TP53	2.690e-12	20	19	88	21.6%	Yes
PLIN5		1	1	88	1.1%	No
JAG1		1	1	88	1.1%	No
RAE1		1	1	88	1.1%	No
OFD1		1	1	88	1.1%	No
DTX1		1	1	88	1.1%	Yes
ZNF770		1	1	88	1.1%	No
NAF1		1	1	88	1.1%	No
TPM1		1	1	88	1.1%	No
PPFIA2		1	1	88	1.1%	No
CHD5		1	1	88	1.1%	No
AHCY		1	1	88	1.1%	No
BCL2L14		1	1	88	1.1%	No
HFM1		1	1	88	1.1%	No
MAP4K3		1	1	88	1.1%	No
CEACAM18		1	1	88	1.1%	No
CCDC184		1	1	88	1.1%	No
PRRC2B		1	1	88	1.1%	No
PIGO		2	2	88	2.3%	No
GLCE		1	1	88	1.1%	No
PNPLA2		1	1	88	1.1%	No
OR2B2		1	1	88	1.1%	No
DYRK1A		1	1	88	1.1%	No
SIX4		1	1	88	1.1%	No
CADPS2		1	1	88	1.1%	No
ARHGAP18		1	1	88	1.1%	No
CALML5		1	1	88	1.1%	No
FAM169A		2	2	88	2.3%	No
JMJD1C		1	1	88	1.1%	No
TCAF2		1	1	88	1.1%	No
TPMT		1	1	88	1.1%	No
TPO		1	1	88	1.1%	No
CPLANE2		1	1	88	1.1%	No
ZNF695		1	1	88	1.1%	No
INTS12		2	2	88	2.3%	No
C6ORF62		1	1	88	1.1%	No
TRAF3		2	1	88	1.1%	Yes
C8ORF48		1	1	88	1.1%	No
ATG9B		1	1	88	1.1%	No
RPAP1		1	1	88	1.1%	No
PRB2		1	1	88	1.1%	No
LRIG1		1	1	88	1.1%	No
NUP107		1	1	88	1.1%	No
RHBG		1	1	88	1.1%	No
LYRM4		1	1	88	1.1%	No
SLC66A1L		1	1	88	1.1%	No
NRL		1	1	88	1.1%	No
HRCT1		1	1	88	1.1%	No
ATP13A1		1	1	88	1.1%	No
OR2T11		1	1	88	1.1%	No
NTRK1		1	1	88	1.1%	Yes
NTRK2		1	1	88	1.1%	Yes
FAM171A1		1	1	88	1.1%	No
NOX3		1	1	88	1.1%	No
RTN4		1	1	88	1.1%	No
TOX3		1	1	88	1.1%	No
CATSPERE		2	2	88	2.3%	No
PCDH11X		1	1	88	1.1%	No
ECT2		1	1	88	1.1%	No
RALGAPB		1	1	88	1.1%	No
ROR2		3	3	88	3.4%	No
DDR2		3	3	88	3.4%	Yes
NLRC4		1	1	88	1.1%	No
SLC44A2		1	1	88	1.1%	No
SMURF1		2	2	88	2.3%	No
TRIM60		1	1	88	1.1%	No
HTATSF1		1	1	88	1.1%	No
ZZZ3		1	1	88	1.1%	No
IL15		1	1	88	1.1%	No
TBC1D10B		1	1	88	1.1%	No
PHTF2		1	1	88	1.1%	No
BAZ2B		2	2	88	2.3%	No
C12ORF75		1	1	88	1.1%	No
OTOGL		1	1	88	1.1%	No
ILF3		2	2	88	2.3%	No
NVL		1	1	88	1.1%	No
CFAP251		4	3	88	3.4%	No
GPR149		1	1	88	1.1%	No
FOXK2		1	1	88	1.1%	No
AADACL2		1	1	88	1.1%	No
SLITRK4		1	1	88	1.1%	No
GPR143		1	1	88	1.1%	No
PAXBP1		1	1	88	1.1%	No
TGS1		2	2	88	2.3%	No
RPRD1B		1	1	88	1.1%	No
SGF29		1	1	88	1.1%	No
OAZ2		1	1	88	1.1%	No
ILK		1	1	88	1.1%	No
ZNF544		3	1	88	1.1%	No
SALL4		1	1	88	1.1%	Yes
ZNFX1		1	1	88	1.1%	No
OAS3		1	1	88	1.1%	No
IMPG1		1	1	88	1.1%	No
LINC02860		1	1	88	1.1%	No
UBQLN1		1	1	88	1.1%	No
CRTC2		1	1	88	1.1%	No
OR10R2		1	1	88	1.1%	No
ZMIZ1		1	1	88	1.1%	No
OCRL		1	1	88	1.1%	No
NSD3		3	3	88	3.4%	Yes
ODF2		1	1	88	1.1%	No
